column,value,count,share_pct
Loan ID,L000208,1,0.002
Loan ID,L000209,1,0.002
Loan ID,L000210,1,0.002
Loan ID,L000211,1,0.002
Loan ID,L000212,1,0.002
Loan ID,L000213,1,0.002
Loan ID,L000214,1,0.002
Loan ID,L000215,1,0.002
Loan ID,L000216,1,0.002
Loan ID,L000217,1,0.002
Loan ID,L000218,1,0.002
Loan ID,L000219,1,0.002
Loan ID,L000220,1,0.002
Loan ID,L000221,1,0.002
Loan ID,L000222,1,0.002
Loan ID,L000223,1,0.002
Loan ID,L000224,1,0.002
Loan ID,L000225,1,0.002
Loan ID,L000226,1,0.002
Loan ID,L000227,1,0.002
Loan ID,L000228,1,0.002
Loan ID,L000229,1,0.002
Loan ID,L000230,1,0.002
Loan ID,L000231,1,0.002
Loan ID,L000232,1,0.002
Loan ID,L000233,1,0.002
Loan ID,L000234,1,0.002
Loan ID,L000235,1,0.002
Loan ID,L000236,1,0.002
Loan ID,L000237,1,0.002
Loan ID,L000238,1,0.002
Loan ID,L000239,1,0.002
Loan ID,L000240,1,0.002
Loan ID,L000241,1,0.002
Loan ID,L000242,1,0.002
Loan ID,L000243,1,0.002
Loan ID,L000244,1,0.002
Loan ID,L000245,1,0.002
Loan ID,L000246,1,0.002
Loan ID,L000247,1,0.002
Loan ID,L000248,1,0.002
Loan ID,L000249,1,0.002
Loan ID,L000250,1,0.002
Loan ID,L000251,1,0.002
Loan ID,L000252,1,0.002
Loan ID,L000253,1,0.002
Loan ID,L000254,1,0.002
Loan ID,L000255,1,0.002
Loan ID,L000256,1,0.002
Loan ID,L000257,1,0.002
Loan ID,L000258,1,0.002
Loan ID,L000259,1,0.002
Loan ID,L000260,1,0.002
Loan ID,L000261,1,0.002
Loan ID,L000262,1,0.002
Loan ID,L000263,1,0.002
Loan ID,L000264,1,0.002
Loan ID,L000265,1,0.002
Loan ID,L000266,1,0.002
Loan ID,L000267,1,0.002
Loan ID,L000268,1,0.002
Loan ID,L000269,1,0.002
Loan ID,L000270,1,0.002
Loan ID,L000271,1,0.002
Loan ID,L000272,1,0.002
Loan ID,L000273,1,0.002
Loan ID,L000274,1,0.002
Loan ID,L000275,1,0.002
Loan ID,L000276,1,0.002
Loan ID,L000277,1,0.002
Loan ID,L000278,1,0.002
Loan ID,L000279,1,0.002
Loan ID,L000280,1,0.002
Loan ID,L000281,1,0.002
Loan ID,L000282,1,0.002
Loan ID,L000283,1,0.002
Loan ID,L000284,1,0.002
Loan ID,L000285,1,0.002
Loan ID,L000286,1,0.002
Loan ID,L000287,1,0.002
Loan ID,L000288,1,0.002
Loan ID,L000289,1,0.002
Loan ID,L000290,1,0.002
Loan ID,L000291,1,0.002
Loan ID,L000292,1,0.002
Loan ID,L000293,1,0.002
Loan ID,L000294,1,0.002
Loan ID,L000295,1,0.002
Loan ID,L000296,1,0.002
Loan ID,L000297,1,0.002
Loan ID,L000298,1,0.002
Loan ID,L000299,1,0.002
Loan ID,L000300,1,0.002
Loan ID,L000301,1,0.002
Loan ID,L000302,1,0.002
Loan ID,L000303,1,0.002
Loan ID,L000304,1,0.002
Loan ID,L000305,1,0.002
Loan ID,L000306,1,0.002
Loan ID,L000307,1,0.002
Loan ID,L000308,1,0.002
Loan ID,L000309,1,0.002
Loan ID,L000310,1,0.002
Loan ID,L000311,1,0.002
Loan ID,L000312,1,0.002
Loan ID,L000313,1,0.002
Loan ID,L000314,1,0.002
Loan ID,L000315,1,0.002
Loan ID,L000316,1,0.002
Loan ID,L000317,1,0.002
Loan ID,L000318,1,0.002
Loan ID,L000319,1,0.002
Loan ID,L000320,1,0.002
Loan ID,L000321,1,0.002
Loan ID,L000322,1,0.002
Loan ID,L000323,1,0.002
Loan ID,L000324,1,0.002
Loan ID,L000325,1,0.002
Loan ID,L000326,1,0.002
Loan ID,L000327,1,0.002
Loan ID,L000328,1,0.002
Loan ID,L000329,1,0.002
Loan ID,L000330,1,0.002
Loan ID,L000331,1,0.002
Loan ID,L000332,1,0.002
Loan ID,L000333,1,0.002
Loan ID,L000334,1,0.002
Loan ID,L000335,1,0.002
Loan ID,L000336,1,0.002
Loan ID,L000337,1,0.002
Loan ID,L000338,1,0.002
Loan ID,L000339,1,0.002
Loan ID,L000340,1,0.002
Loan ID,L000341,1,0.002
Loan ID,L000342,1,0.002
Loan ID,L000343,1,0.002
Loan ID,L000344,1,0.002
Loan ID,L000345,1,0.002
Loan ID,L000346,1,0.002
Loan ID,L000347,1,0.002
Loan ID,L000348,1,0.002
Loan ID,L000349,1,0.002
Loan ID,L000350,1,0.002
Loan ID,L000351,1,0.002
Loan ID,L000352,1,0.002
Loan ID,L000353,1,0.002
Loan ID,L000354,1,0.002
Loan ID,L000355,1,0.002
Loan ID,L000356,1,0.002
Loan ID,L000357,1,0.002
Loan ID,L000358,1,0.002
Loan ID,L000359,1,0.002
Loan ID,L000360,1,0.002
Loan ID,L000361,1,0.002
Loan ID,L000362,1,0.002
Loan ID,L000363,1,0.002
Loan ID,L000364,1,0.002
Loan ID,L000365,1,0.002
Loan ID,L000366,1,0.002
Loan ID,L000367,1,0.002
Loan ID,L000368,1,0.002
Loan ID,L000369,1,0.002
Loan ID,L000370,1,0.002
Loan ID,L000371,1,0.002
Loan ID,L000372,1,0.002
Loan ID,L000373,1,0.002
Loan ID,L000374,1,0.002
Loan ID,L000375,1,0.002
Loan ID,L000376,1,0.002
Loan ID,L000377,1,0.002
Loan ID,L000378,1,0.002
Loan ID,L000379,1,0.002
Loan ID,L000380,1,0.002
Loan ID,L000381,1,0.002
Loan ID,L000382,1,0.002
Loan ID,L000383,1,0.002
Loan ID,L000384,1,0.002
Loan ID,L000385,1,0.002
Loan ID,L000386,1,0.002
Loan ID,L000387,1,0.002
Loan ID,L000388,1,0.002
Loan ID,L000389,1,0.002
Loan ID,L000390,1,0.002
Loan ID,L000391,1,0.002
Loan ID,L000392,1,0.002
Loan ID,L000393,1,0.002
Loan ID,L000394,1,0.002
Loan ID,L000395,1,0.002
Loan ID,L000396,1,0.002
Loan ID,L000397,1,0.002
Loan ID,L000398,1,0.002
Loan ID,L000399,1,0.002
Loan ID,L000400,1,0.002
Loan ID,L000401,1,0.002
Loan ID,L000402,1,0.002
Loan ID,L000403,1,0.002
Loan ID,L000404,1,0.002
Loan ID,L000405,1,0.002
Loan ID,L000406,1,0.002
Loan ID,L000407,1,0.002
Loan ID,L000408,1,0.002
Loan ID,L000409,1,0.002
Loan ID,L000410,1,0.002
Loan ID,L000411,1,0.002
Loan ID,L000412,1,0.002
Loan ID,L000413,1,0.002
Loan ID,L000414,1,0.002
Loan ID,L000415,1,0.002
Loan ID,L000416,1,0.002
Loan ID,L000417,1,0.002
Loan ID,L000418,1,0.002
Loan ID,L000419,1,0.002
Loan ID,L000420,1,0.002
Loan ID,L000421,1,0.002
Loan ID,L000422,1,0.002
Loan ID,L000423,1,0.002
Loan ID,L000424,1,0.002
Loan ID,L000425,1,0.002
Loan ID,L000426,1,0.002
Loan ID,L000427,1,0.002
Loan ID,L000428,1,0.002
Loan ID,L000429,1,0.002
Loan ID,L000430,1,0.002
Loan ID,L000431,1,0.002
Loan ID,L000432,1,0.002
Loan ID,L000433,1,0.002
Loan ID,L000434,1,0.002
Loan ID,L000435,1,0.002
Loan ID,L000436,1,0.002
Loan ID,L000437,1,0.002
Loan ID,L000438,1,0.002
Loan ID,L000439,1,0.002
Loan ID,L000440,1,0.002
Loan ID,L000441,1,0.002
Loan ID,L000442,1,0.002
Loan ID,L000443,1,0.002
Loan ID,L000444,1,0.002
Loan ID,L000445,1,0.002
Loan ID,L000446,1,0.002
Loan ID,L000447,1,0.002
Loan ID,L000448,1,0.002
Loan ID,L000449,1,0.002
Loan ID,L000450,1,0.002
Loan ID,L000451,1,0.002
Loan ID,L000452,1,0.002
Loan ID,L000453,1,0.002
Loan ID,L000454,1,0.002
Loan ID,L000455,1,0.002
Loan ID,L000456,1,0.002
Loan ID,L000457,1,0.002
Loan ID,L000458,1,0.002
Loan ID,L000459,1,0.002
Loan ID,L000460,1,0.002
Loan ID,L000461,1,0.002
Loan ID,L000462,1,0.002
Loan ID,L000463,1,0.002
Loan ID,L000464,1,0.002
Loan ID,L000465,1,0.002
Loan ID,L000466,1,0.002
Loan ID,L000467,1,0.002
Loan ID,L000468,1,0.002
Loan ID,L000469,1,0.002
Loan ID,L000470,1,0.002
Loan ID,L000471,1,0.002
Loan ID,L000472,1,0.002
Loan ID,L000473,1,0.002
Loan ID,L000474,1,0.002
Loan ID,L000475,1,0.002
Loan ID,L000476,1,0.002
Loan ID,L000477,1,0.002
Loan ID,L000478,1,0.002
Loan ID,L000479,1,0.002
Loan ID,L000480,1,0.002
Loan ID,L000481,1,0.002
Loan ID,L000482,1,0.002
Loan ID,L000483,1,0.002
Loan ID,L000484,1,0.002
Loan ID,L000485,1,0.002
Loan ID,L000486,1,0.002
Loan ID,L000487,1,0.002
Loan ID,L000488,1,0.002
Loan ID,L000489,1,0.002
Loan ID,L000490,1,0.002
Loan ID,L000491,1,0.002
Loan ID,L000492,1,0.002
Loan ID,L000493,1,0.002
Loan ID,L000494,1,0.002
Loan ID,L000495,1,0.002
Loan ID,L000496,1,0.002
Loan ID,L000497,1,0.002
Loan ID,L000498,1,0.002
Loan ID,L000499,1,0.002
Loan ID,L000500,1,0.002
Loan ID,L000501,1,0.002
Loan ID,L000502,1,0.002
Loan ID,L000503,1,0.002
Loan ID,L000504,1,0.002
Loan ID,L000505,1,0.002
Loan ID,L000506,1,0.002
Loan ID,L000507,1,0.002
Loan ID,L000508,1,0.002
Loan ID,L000509,1,0.002
Loan ID,L000510,1,0.002
Loan ID,L000511,1,0.002
Loan ID,L000512,1,0.002
Loan ID,L000513,1,0.002
Loan ID,L000514,1,0.002
Loan ID,L000515,1,0.002
Loan ID,L000516,1,0.002
Loan ID,L000517,1,0.002
Loan ID,L000518,1,0.002
Loan ID,L000519,1,0.002
Loan ID,L000520,1,0.002
Loan ID,L000521,1,0.002
Loan ID,L000522,1,0.002
Loan ID,L000523,1,0.002
Loan ID,L000524,1,0.002
Loan ID,L000525,1,0.002
Loan ID,L000526,1,0.002
Loan ID,L000527,1,0.002
Loan ID,L000528,1,0.002
Loan ID,L000529,1,0.002
Loan ID,L000530,1,0.002
Loan ID,L000531,1,0.002
Loan ID,L000532,1,0.002
Loan ID,L000533,1,0.002
Loan ID,L000534,1,0.002
Loan ID,L000535,1,0.002
Loan ID,L000536,1,0.002
Loan ID,L000537,1,0.002
Loan ID,L000538,1,0.002
Loan ID,L000539,1,0.002
Loan ID,L000540,1,0.002
Loan ID,L000541,1,0.002
Loan ID,L000542,1,0.002
Loan ID,L000543,1,0.002
Loan ID,L000544,1,0.002
Loan ID,L000545,1,0.002
Loan ID,L000546,1,0.002
Loan ID,L000547,1,0.002
Loan ID,L000548,1,0.002
Loan ID,L000549,1,0.002
Loan ID,L000550,1,0.002
Loan ID,L000551,1,0.002
Loan ID,L000552,1,0.002
Loan ID,L000553,1,0.002
Loan ID,L000554,1,0.002
Loan ID,L000555,1,0.002
Loan ID,L000556,1,0.002
Loan ID,L000557,1,0.002
Loan ID,L000558,1,0.002
Loan ID,L000559,1,0.002
Loan ID,L000560,1,0.002
Loan ID,L000561,1,0.002
Loan ID,L000562,1,0.002
Loan ID,L000563,1,0.002
Loan ID,L000564,1,0.002
Loan ID,L000565,1,0.002
Loan ID,L000566,1,0.002
Loan ID,L000567,1,0.002
Loan ID,L000568,1,0.002
Loan ID,L000569,1,0.002
Loan ID,L000570,1,0.002
Loan ID,L000571,1,0.002
Loan ID,L000572,1,0.002
Loan ID,L000573,1,0.002
Loan ID,L000574,1,0.002
Loan ID,L000575,1,0.002
Loan ID,L000576,1,0.002
Loan ID,L000577,1,0.002
Loan ID,L000578,1,0.002
Loan ID,L000579,1,0.002
Loan ID,L000580,1,0.002
Loan ID,L000581,1,0.002
Loan ID,L000582,1,0.002
Loan ID,L000583,1,0.002
Loan ID,L000584,1,0.002
Loan ID,L000585,1,0.002
Loan ID,L000586,1,0.002
Loan ID,L000587,1,0.002
Loan ID,L000588,1,0.002
Loan ID,L000589,1,0.002
Loan ID,L000590,1,0.002
Loan ID,L000591,1,0.002
Loan ID,L000592,1,0.002
Loan ID,L000593,1,0.002
Loan ID,L000594,1,0.002
Loan ID,L000595,1,0.002
Loan ID,L000596,1,0.002
Loan ID,L000597,1,0.002
Loan ID,L000598,1,0.002
Loan ID,L000599,1,0.002
Loan ID,L000600,1,0.002
Loan ID,L000601,1,0.002
Loan ID,L000602,1,0.002
Loan ID,L000603,1,0.002
Loan ID,L000604,1,0.002
Loan ID,L000605,1,0.002
Loan ID,L000606,1,0.002
Loan ID,L000607,1,0.002
Loan ID,L000608,1,0.002
Loan ID,L000609,1,0.002
Loan ID,L000610,1,0.002
Loan ID,L000611,1,0.002
Loan ID,L000612,1,0.002
Loan ID,L000613,1,0.002
Loan ID,L000614,1,0.002
Loan ID,L000615,1,0.002
Loan ID,L000616,1,0.002
Loan ID,L000617,1,0.002
Loan ID,L000618,1,0.002
Loan ID,L000619,1,0.002
Loan ID,L000620,1,0.002
Loan ID,L000621,1,0.002
Loan ID,L000622,1,0.002
Loan ID,L000623,1,0.002
Loan ID,L000624,1,0.002
Loan ID,L000625,1,0.002
Loan ID,L000626,1,0.002
Loan ID,L000627,1,0.002
Loan ID,L000628,1,0.002
Loan ID,L000629,1,0.002
Loan ID,L000630,1,0.002
Loan ID,L000631,1,0.002
Loan ID,L000632,1,0.002
Loan ID,L000633,1,0.002
Loan ID,L000634,1,0.002
Loan ID,L000635,1,0.002
Loan ID,L000636,1,0.002
Loan ID,L000637,1,0.002
Loan ID,L000638,1,0.002
Loan ID,L000639,1,0.002
Loan ID,L000640,1,0.002
Loan ID,L000641,1,0.002
Loan ID,L000642,1,0.002
Loan ID,L000643,1,0.002
Loan ID,L000644,1,0.002
Loan ID,L000645,1,0.002
Loan ID,L000646,1,0.002
Loan ID,L000647,1,0.002
Loan ID,L000648,1,0.002
Loan ID,L000649,1,0.002
Loan ID,L000650,1,0.002
Loan ID,L000651,1,0.002
Loan ID,L000652,1,0.002
Loan ID,L000653,1,0.002
Loan ID,L000654,1,0.002
Loan ID,L000655,1,0.002
Loan ID,L000656,1,0.002
Loan ID,L000657,1,0.002
Loan ID,L000658,1,0.002
Loan ID,L000659,1,0.002
Loan ID,L000660,1,0.002
Loan ID,L000661,1,0.002
Loan ID,L000662,1,0.002
Loan ID,L000663,1,0.002
Loan ID,L000664,1,0.002
Loan ID,L000665,1,0.002
Loan ID,L000666,1,0.002
Loan ID,L000667,1,0.002
Loan ID,L000668,1,0.002
Loan ID,L000669,1,0.002
Loan ID,L000670,1,0.002
Loan ID,L000671,1,0.002
Loan ID,L000672,1,0.002
Loan ID,L000673,1,0.002
Loan ID,L000674,1,0.002
Loan ID,L000675,1,0.002
Loan ID,L000676,1,0.002
Loan ID,L000677,1,0.002
Loan ID,L000678,1,0.002
Loan ID,L000679,1,0.002
Loan ID,L000680,1,0.002
Loan ID,L000681,1,0.002
Loan ID,L000682,1,0.002
Loan ID,L000683,1,0.002
Loan ID,L000684,1,0.002
Loan ID,L000685,1,0.002
Loan ID,L000686,1,0.002
Loan ID,L000687,1,0.002
Loan ID,L000688,1,0.002
Loan ID,L000689,1,0.002
Loan ID,L000690,1,0.002
Loan ID,L000691,1,0.002
Loan ID,L000692,1,0.002
Loan ID,L000693,1,0.002
Loan ID,L000694,1,0.002
Loan ID,L000695,1,0.002
Loan ID,L000696,1,0.002
Loan ID,L000697,1,0.002
Loan ID,L000698,1,0.002
Loan ID,L000699,1,0.002
Loan ID,L000700,1,0.002
Loan ID,L000701,1,0.002
Loan ID,L000702,1,0.002
Loan ID,L000703,1,0.002
Loan ID,L000704,1,0.002
Loan ID,L000705,1,0.002
Loan ID,L000706,1,0.002
Loan ID,L000707,1,0.002
Loan ID,L000708,1,0.002
Loan ID,L000709,1,0.002
Loan ID,L000710,1,0.002
Loan ID,L000711,1,0.002
Loan ID,L000712,1,0.002
Loan ID,L000713,1,0.002
Loan ID,L000714,1,0.002
Loan ID,L000715,1,0.002
Loan ID,L000716,1,0.002
Loan ID,L000717,1,0.002
Loan ID,L000718,1,0.002
Loan ID,L000719,1,0.002
Loan ID,L000720,1,0.002
Loan ID,L000721,1,0.002
Loan ID,L000722,1,0.002
Loan ID,L000723,1,0.002
Loan ID,L000724,1,0.002
Loan ID,L000725,1,0.002
Loan ID,L000726,1,0.002
Loan ID,L000727,1,0.002
Loan ID,L000728,1,0.002
Loan ID,L000729,1,0.002
Loan ID,L000730,1,0.002
Loan ID,L000731,1,0.002
Loan ID,L000732,1,0.002
Loan ID,L000733,1,0.002
Loan ID,L000734,1,0.002
Loan ID,L000735,1,0.002
Loan ID,L000736,1,0.002
Loan ID,L000737,1,0.002
Loan ID,L000738,1,0.002
Loan ID,L000739,1,0.002
Loan ID,L000740,1,0.002
Loan ID,L000741,1,0.002
Loan ID,L000742,1,0.002
Loan ID,L000743,1,0.002
Loan ID,L000744,1,0.002
Loan ID,L000745,1,0.002
Loan ID,L000746,1,0.002
Loan ID,L000747,1,0.002
Loan ID,L000748,1,0.002
Loan ID,L000749,1,0.002
Loan ID,L000750,1,0.002
Loan ID,L000751,1,0.002
Loan ID,L000752,1,0.002
Loan ID,L000753,1,0.002
Loan ID,L000754,1,0.002
Loan ID,L000755,1,0.002
Loan ID,L000756,1,0.002
Loan ID,L000757,1,0.002
Loan ID,L000758,1,0.002
Loan ID,L000759,1,0.002
Loan ID,L000760,1,0.002
Loan ID,L000761,1,0.002
Loan ID,L000762,1,0.002
Loan ID,L000763,1,0.002
Loan ID,L000764,1,0.002
Loan ID,L000765,1,0.002
Loan ID,L000766,1,0.002
Loan ID,L000767,1,0.002
Loan ID,L000768,1,0.002
Loan ID,L000769,1,0.002
Loan ID,L000770,1,0.002
Loan ID,L000771,1,0.002
Loan ID,L000772,1,0.002
Loan ID,L000773,1,0.002
Loan ID,L000774,1,0.002
Loan ID,L000775,1,0.002
Loan ID,L000776,1,0.002
Loan ID,L000777,1,0.002
Loan ID,L000778,1,0.002
Loan ID,L000779,1,0.002
Loan ID,L000780,1,0.002
Loan ID,L000781,1,0.002
Loan ID,L000782,1,0.002
Loan ID,L000783,1,0.002
Loan ID,L000784,1,0.002
Loan ID,L000785,1,0.002
Loan ID,L000786,1,0.002
Loan ID,L000787,1,0.002
Loan ID,L000788,1,0.002
Loan ID,L000789,1,0.002
Loan ID,L000790,1,0.002
Loan ID,L000791,1,0.002
Loan ID,L000792,1,0.002
Loan ID,L000793,1,0.002
Loan ID,L000794,1,0.002
Loan ID,L000795,1,0.002
Loan ID,L000796,1,0.002
Loan ID,L000797,1,0.002
Loan ID,L000798,1,0.002
Loan ID,L000799,1,0.002
Loan ID,L000800,1,0.002
Loan ID,L000801,1,0.002
Loan ID,L000802,1,0.002
Loan ID,L000803,1,0.002
Loan ID,L000804,1,0.002
Loan ID,L000805,1,0.002
Loan ID,L000806,1,0.002
Loan ID,L000807,1,0.002
Loan ID,L000808,1,0.002
Loan ID,L000809,1,0.002
Loan ID,L000810,1,0.002
Loan ID,L000811,1,0.002
Loan ID,L000812,1,0.002
Loan ID,L000813,1,0.002
Loan ID,L000814,1,0.002
Loan ID,L000815,1,0.002
Loan ID,L000816,1,0.002
Loan ID,L000817,1,0.002
Loan ID,L000818,1,0.002
Loan ID,L000819,1,0.002
Loan ID,L000820,1,0.002
Loan ID,L000821,1,0.002
Loan ID,L000822,1,0.002
Loan ID,L000823,1,0.002
Loan ID,L000824,1,0.002
Loan ID,L000825,1,0.002
Loan ID,L000826,1,0.002
Loan ID,L000827,1,0.002
Loan ID,L000828,1,0.002
Loan ID,L000829,1,0.002
Loan ID,L000830,1,0.002
Loan ID,L000831,1,0.002
Loan ID,L000832,1,0.002
Loan ID,L000833,1,0.002
Loan ID,L000834,1,0.002
Loan ID,L000835,1,0.002
Loan ID,L000836,1,0.002
Loan ID,L000837,1,0.002
Loan ID,L000838,1,0.002
Loan ID,L000839,1,0.002
Loan ID,L000840,1,0.002
Loan ID,L000841,1,0.002
Loan ID,L000842,1,0.002
Loan ID,L000843,1,0.002
Loan ID,L000844,1,0.002
Loan ID,L000845,1,0.002
Loan ID,L000846,1,0.002
Loan ID,L000847,1,0.002
Loan ID,L000848,1,0.002
Loan ID,L000849,1,0.002
Loan ID,L000850,1,0.002
Loan ID,L000851,1,0.002
Loan ID,L000852,1,0.002
Loan ID,L000853,1,0.002
Loan ID,L000854,1,0.002
Loan ID,L000855,1,0.002
Loan ID,L000856,1,0.002
Loan ID,L000857,1,0.002
Loan ID,L000858,1,0.002
Loan ID,L000859,1,0.002
Loan ID,L000860,1,0.002
Loan ID,L000861,1,0.002
Loan ID,L000862,1,0.002
Loan ID,L000863,1,0.002
Loan ID,L000864,1,0.002
Loan ID,L000865,1,0.002
Loan ID,L000866,1,0.002
Loan ID,L000867,1,0.002
Loan ID,L000868,1,0.002
Loan ID,L000869,1,0.002
Loan ID,L000870,1,0.002
Loan ID,L000871,1,0.002
Loan ID,L000872,1,0.002
Loan ID,L000873,1,0.002
